Distrito;Loja;Guia;Data Guia;Faturamento;Material;Descricao;Quantidade;Montante
PE NORTE;L439;710077624;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
PARAIBA/PE;5350;710089868;29/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
PE SUL;L444;503772995;31/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
PE NORTE;1004;710077673;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 79,10
FORTALEZA/CE SUL;5300;710077092;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;5290;710076928;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PIAUI/CE NORTE;5333;710076760;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
RN/PB;5142;503775533;31/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;1109;503771526;31/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;1079;503766670;29/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
RN/PB;1283;710076334;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PARAIBA/PE;1117;503774797;31/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE OESTE;1517;710076710;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE OESTE;L270;503775965;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;L280;710076994;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
RN/PB;L291;710076932;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PIAUI/CE NORTE;1007;503762491;29/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;1393;710076777;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PIAUI/CE NORTE;1019;710076954;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
RN/PB;L392;503775532;31/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;1078;503759611;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PIAUI/CE NORTE;L343;503771525;31/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PIAUI/CE NORTE;1399;710076510;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
RN/PB;L454;710076931;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PARAIBA/PE;L457;710076992;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PARAIBA/PE;1426;710076335;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PIAUI/CE NORTE;1492;503775964;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
RN/PB;1155;710076708;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;L333;710076278;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;5056;710076448;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
RN/PB;1533;710076995;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
RN/PB;L259;503765008;29/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE OESTE;1047;710076515;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PIAUI/CE NORTE;L458;503775963;01/09/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;5271;710076279;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
FORTALEZA/CE SUL;L311;710076925;28/08/2026;Faturamento Manual;4315313;BACONZITOS 86G ELMA CHIPS M;14;R$ 77,00
PIAUI/CE NORTE;1598;503762715;29/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
PIAUI/CE NORTE;1063;503750245;27/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
PIAUI/CE NORTE;1125;503762122;28/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
PIAUI/CE NORTE;5471;710044765;22/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
FORTALEZA/CE OESTE;L362;503750243;27/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
PARAIBA/PE;1401;503758381;28/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
FORTALEZA/CE OESTE;L477;710040769;22/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
FORTALEZA/CE OESTE;L047;710042973;22/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
PIAUI/CE NORTE;1190;710044775;22/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;32;R$ 75,84
FORTALEZA/CE SUL;5056;710076448;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
PIAUI/CE NORTE;1492;503775964;01/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
FORTALEZA/CE OESTE;1517;710076775;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
PIAUI/CE NORTE;5333;710076760;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
PIAUI/CE NORTE;1019;710076954;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
FORTALEZA/CE SUL;1109;503771526;31/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
FORTALEZA/CE SUL;1393;710076918;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
PIAUI/CE NORTE;1399;710076510;28/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
FORTALEZA/CE OESTE;L270;503775965;01/09/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
FORTALEZA/CE SUL;1079;503766670;29/08/2026;Faturamento Manual;4287463;TORCIDA CHURRASCO 100G PEPSICO PP;27;R$ 73,17
FORTALEZA/CE OESTE;1517;710076710;28/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
FORTALEZA/CE SUL;1079;503766670;29/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
PIAUI/CE NORTE;1019;710076954;28/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
FORTALEZA/CE SUL;1109;503771526;31/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
FORTALEZA/CE SUL;1393;710076918;28/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
PIAUI/CE NORTE;1399;710076510;28/08/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
PIAUI/CE NORTE;1492;503775964;01/09/2026;Faturamento Manual;4315243;CHEETOS LUA PARMESAO 95G ELMA CHIPS M;14;R$ 72,52
RN/PB;1459;503765059;29/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;28;R$ 66,36
PIAUI/CE NORTE;1434;503762123;28/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;28;R$ 66,36
PIAUI/CE NORTE;L080;710081395;28/08/2026;Faturamento Manual;4266114;PAO DE FORMA TRADICIONAL 400G VISCONTI;10;R$ 62,00
PIAUI/CE NORTE;1470;503767649;29/08/2026;Faturamento Manual;4266114;PAO DE FORMA TRADICIONAL 400G VISCONTI;10;R$ 62,00
PIAUI/CE NORTE;1210;503766014;29/08/2026;Faturamento Manual;4266114;PAO DE FORMA TRADICIONAL 400G VISCONTI;10;R$ 62,00
PIAUI/CE NORTE;1307;503766013;29/08/2026;Faturamento Manual;4266114;PAO DE FORMA TRADICIONAL 400G VISCONTI;10;R$ 62,00
PARAIBA/PE;1141;503776414;01/09/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;52;R$ 58,24
PARAIBA/PE;1401;503758381;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;52;R$ 56,16
PIAUI/CE NORTE;1019;710076954;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;52;R$ 56,16
PE SUL;L123;710050855;24/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 55,17
PARAIBA/PE;1141;503776415;01/09/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 55,17
PE SUL;L443;710050861;24/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 55,17
FORTALEZA/CE SUL;1198;503766667;29/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
FORTALEZA/CE OESTE;L477;503750249;27/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
PIAUI/CE NORTE;1063;503750248;27/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
FORTALEZA/CE OESTE;L362;710050848;24/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
FORTALEZA/CE OESTE;L485;710052106;24/08/2026;Faturamento Manual;4314170;PAO DE FORMA TRADICIONAL 400G TRADICAO;9;R$ 54,72
FORTALEZA/CE SUL;5492;503776482;01/09/2026;Faturamento Manual;4303991;PAO DE FORMA TRADICIONAL 390G BAUDUCCO;10;R$ 50,10
FORTALEZA/CE OESTE;5011;503738165;25/08/2026;Faturamento Manual;4315187;FANDANGOS QUEIJO 105G ELMA CHIPS M;14;R$ 49,98
FORTALEZA/CE OESTE;1570;503708653;19/08/2026;Faturamento Manual;4315187;FANDANGOS QUEIJO 105G ELMA CHIPS M;14;R$ 49,98
PIAUI/CE NORTE;1019;710076954;28/08/2026;Faturamento Manual;4315170;FANDANGOS PRESUNTO 105G ELMA CHIPS M;14;R$ 49,98
PE NORTE;L720;710059777;25/08/2026;Faturamento Manual;4282196;DEO ROLLON GIO BABY CLASSIC C/2 50% DESC;6;R$ 48,77
PARAIBA/PE;1141;503776414;01/09/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;9;R$ 46,98
PIAUI/CE NORTE;1019;710076954;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
RN/PB;1283;710076334;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
RN/PB;1155;710076708;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PIAUI/CE NORTE;5333;710076760;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
FORTALEZA/CE SUL;1393;710076918;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PARAIBA/PE;1117;503774797;31/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PE NORTE;1004;710077673;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PIAUI/CE NORTE;1399;710076510;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
FORTALEZA/CE OESTE;L270;503775965;01/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
FORTALEZA/CE SUL;5056;710076448;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PE NORTE;1419;710076707;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
FORTALEZA/CE SUL;1109;503771526;31/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PIAUI/CE NORTE;L343;503771525;31/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PARAIBA/PE;1426;710076335;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
RN/PB;L392;503775532;31/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PIAUI/CE NORTE;L458;503775963;01/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PIAUI/CE NORTE;1492;503775964;01/09/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
FORTALEZA/CE SUL;1079;503766670;29/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
FORTALEZA/CE OESTE;1517;710076710;28/08/2026;Faturamento Manual;4328804;CREME LOVE DIANA COM SURPRESA 18G;4;R$ 46,88
PARAIBA/PE;1401;503758380;28/08/2026;Faturamento Manual;4293121;BISNAGUINHA 260G BAUDUCCO;9;R$ 43,02
PE NORTE;1004;710062344;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 41,88
PE NORTE;1097;710062893;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 41,88
PE SUL;1385;710063576;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 41,88
PARAIBA/PE;1141;503776414;01/09/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE NORTE;5206;710044836;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE SUL;L762;503767881;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE NORTE;5347;710044921;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE NORTE;1004;710044704;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE SUL;L123;710044760;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE SUL;L123;710044766;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE NORTE;L243;710044777;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE SUL;L247;710044779;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE SUL;L443;710044835;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE NORTE;L627;503769253;30/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
PE NORTE;L717;503767801;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 39,87
FORTALEZA/CE SUL;1078;503759611;28/08/2026;Faturamento Manual;4315292;SALG PINGO DOURO PICANHA 120G ELMA CHIPS;6;R$ 38,05
RN/PB;1518;710044919;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;1198;503766663;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;1324;503743270;26/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
RN/PB;1272;710044917;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
RN/PB;1413;710044833;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;1121;503764766;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
PARAIBA/PE;1401;503758381;28/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;1123;503764767;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
RN/PB;1445;503767943;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;1079;503753055;27/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;1498;503743269;26/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE OESTE;L485;503750247;27/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE OESTE;L498;503766665;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;5494;503766666;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;1583;503766664;29/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
PARAIBA/PE;1595;710044826;22/08/2026;Faturamento Manual;4310333;BISNAGUINHA TRADICIONAL 240G VISCONTI;9;R$ 36,55
FORTALEZA/CE SUL;1366;710062979;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
FORTALEZA/CE SUL;1396;710062891;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
PIAUI/CE NORTE;1063;710063101;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
FORTALEZA/CE SUL;1431;710062765;26/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
FORTALEZA/CE SUL;1198;503766668;29/08/2026;Faturamento Manual;4018365;CERV BRAHMA CHOPP LATA 350ML;12;R$ 32,16
PARAIBA/PE;1141;710032287;20/08/2026;Faturamento Manual;4270182;TONICA ANTARCTICA DIET LT 350ML;12;R$ 31,56
PE SUL;L737;503774688;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PE SUL;5262;503772993;31/08/2026;Faturamento Manual;4315169;TORCIDA QUEIJO 35G PEPSICO;26;R$ 29,12
PE SUL;L672;710076996;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PE NORTE;1004;710077673;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PE NORTE;L439;710077624;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PE NORTE;L639;710076933;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PE SUL;L123;710044760;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 29,12
PE SUL;L123;710050855;24/08/2026;Faturamento Manual;4315169;TORCIDA QUEIJO 35G PEPSICO;26;R$ 29,12
PE SUL;L123;710071373;27/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PE SUL;L141;710076762;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PE SUL;L247;710044779;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 29,12
PE NORTE;1419;710076707;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
FORTALEZA/CE SUL;L433;710076930;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PE SUL;L444;503772995;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
PARAIBA/PE;1141;503776415;01/09/2026;Faturamento Manual;4315169;TORCIDA QUEIJO 35G PEPSICO;26;R$ 29,12
PE SUL;L565;710044693;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 29,12
PE NORTE;L590;710076929;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 29,12
FORTALEZA/CE OESTE;1114;503762808;29/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;5297;710044668;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;5300;710077092;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;5333;710076760;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;L270;503775965;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;L047;710042973;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;5471;710044765;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;1389;710044773;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;L199;503759187;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;L106;503759190;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
PARAIBA/PE;1117;503774797;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;1393;710076777;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1399;710076510;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
RN/PB;L259;503765008;29/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
RN/PB;L291;710076932;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;L304;503759189;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;L311;710076925;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;L333;710076278;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;L343;503771525;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;1078;710044776;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
RN/PB;L392;503775532;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1125;503762122;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1434;503762123;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;1079;503766670;29/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1492;503775964;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
RN/PB;L454;710076931;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PARAIBA/PE;L457;710076992;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;L458;503775963;01/09/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;L328;710044780;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;L280;710076994;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;L486;710044698;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;L494;710044699;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
